,gene_name,gene_num
828,WNT8A,ENSG00000061492
829,SPAG4,ENSG00000061656
830,NCKAP1,ENSG00000061676
831,MRPS35,ENSG00000061794
832,GUCY1B3,ENSG00000061918
833,SFSWAP,ENSG00000061936
834,TNK2,ENSG00000061938
835,MON2,ENSG00000061987
836,CDH3,ENSG00000062038
837,ARSF,ENSG00000062096
838,GPBP1,ENSG00000062194
839,DGAT2,ENSG00000062282
840,ZNF112,ENSG00000062370
841,CS,ENSG00000062485
842,LTK,ENSG00000062524
843,MRPS24,ENSG00000062582
844,ELMO2,ENSG00000062598
845,WAPL,ENSG00000062650
846,VMP1,ENSG00000062716
847,APPBP2,ENSG00000062725
848,POLD1,ENSG00000062822
849,SEZ6,ENSG00000063015
850,EIF4B,ENSG00000063046
851,SLC6A16,ENSG00000063127
852,GLTSCR1,ENSG00000063169
853,SPHK2,ENSG00000063176
854,RPL18,ENSG00000063177
855,CA11,ENSG00000063180
856,ISOC2,ENSG00000063241
857,U2AF2,ENSG00000063244
858,EPN1,ENSG00000063245
859,MED29,ENSG00000063322
860,AHRR,ENSG00000063438
861,GSC2,ENSG00000063515
862,ZNF275,ENSG00000063587
863,MTMR1,ENSG00000063601
864,GPC1,ENSG00000063660
865,ADCK1,ENSG00000063761
866,HAGH,ENSG00000063854
867,RNF4,ENSG00000063978
868,CASP8,ENSG00000064012
869,LIMCH1,ENSG00000064042
870,ASUN,ENSG00000064102
871,TM7SF3,ENSG00000064115
872,DLX3,ENSG00000064195
873,SPA17,ENSG00000064199
874,TSPAN32,ENSG00000064201
875,WISP2,ENSG00000064205
876,DMRT3,ENSG00000064218
877,ST3GAL6,ENSG00000064225
878,ATP2C2,ENSG00000064270
879,NGFR,ENSG00000064300
880,CDON,ENSG00000064309
881,TAF2,ENSG00000064313
882,HIPK2,ENSG00000064393
883,TNPO3,ENSG00000064419
884,BORCS8-MEF2B,ENSG00000064489
885,RFXANK,ENSG00000064490
886,TMEM161A,ENSG00000064545
887,LPAR2,ENSG00000064547
888,CTSA,ENSG00000064601
889,SUGP2,ENSG00000064607
890,SLC12A2,ENSG00000064651
891,SNX24,ENSG00000064652
892,EYA2,ENSG00000064655
893,CNN2,ENSG00000064666
894,ABCA7,ENSG00000064687
895,SNCAIP,ENSG00000064692
896,DDX20,ENSG00000064703
897,BTBD1,ENSG00000064726
898,FAR2,ENSG00000064763
899,BCAS1,ENSG00000064787
900,POU1F1,ENSG00000064835
901,CHI3L2,ENSG00000064886
902,SBNO2,ENSG00000064932
903,PMS1,ENSG00000064933
904,HMG20B,ENSG00000064961
905,CALCRL,ENSG00000064989
906,TAF11,ENSG00000064995
907,ANKS1A,ENSG00000064999
908,AP3D1,ENSG00000065000
909,ZNF76,ENSG00000065029
910,SLC9A3R2,ENSG00000065054
911,NTHL1,ENSG00000065057
912,UHRF1BP1,ENSG00000065060
913,GNAI3,ENSG00000065135
914,IPO5,ENSG00000065150
915,OAT,ENSG00000065154
916,WDR3,ENSG00000065183
917,PKN2,ENSG00000065243
918,WDR18,ENSG00000065268
919,TRAM2,ENSG00000065308
920,NTN1,ENSG00000065320
921,GLP2R,ENSG00000065325
922,MCM10,ENSG00000065328
923,DGKA,ENSG00000065357
924,ERBB3,ENSG00000065361
925,ROPN1,ENSG00000065371
926,ANKRD44,ENSG00000065413
927,KARS,ENSG00000065427
928,ADAT1,ENSG00000065457
929,PDIA5,ENSG00000065485
930,TBC1D22B,ENSG00000065491
931,NDUFB4,ENSG00000065518
932,SPEN,ENSG00000065526
933,MYLK,ENSG00000065534
934,ZC3H15,ENSG00000065548
935,MAP2K4,ENSG00000065559
936,TMEM206,ENSG00000065600
937,SNAP91,ENSG00000065609
938,SLK,ENSG00000065613
939,CYB5R4,ENSG00000065615
940,COL17A1,ENSG00000065618
941,GSTO2,ENSG00000065621
942,SEC61A2,ENSG00000065665
943,PRKCQ,ENSG00000065675
944,TLE2,ENSG00000065717
945,ASB1,ENSG00000065802
946,FAM107B,ENSG00000065809
947,ME1,ENSG00000065833
948,TBC1D1,ENSG00000065882
949,CDK13,ENSG00000065883
950,MTHFD2,ENSG00000065911
951,SLC9A7,ENSG00000065923
952,FOXJ2,ENSG00000065970
953,YBX1,ENSG00000065978
954,PDE4A,ENSG00000065989
955,PPP2R5A,ENSG00000066027
956,CTNNA2,ENSG00000066032
957,ELAVL1,ENSG00000066044
958,TIE1,ENSG00000066056
959,DIP2B,ENSG00000066084
960,SMARCD1,ENSG00000066117
961,KDM4A,ENSG00000066135
962,NFYC,ENSG00000066136
963,ZMYND12,ENSG00000066185
964,SLC9A3,ENSG00000066230
965,NGEF,ENSG00000066248
966,ASPM,ENSG00000066279
967,CD84,ENSG00000066294
968,ELOVL1,ENSG00000066322
969,SPI1,ENSG00000066336
970,ZNRD1,ENSG00000066379
971,MPPED2,ENSG00000066382
972,CLDN18,ENSG00000066405
973,ZBTB11,ENSG00000066422
974,ATXN3,ENSG00000066427
975,GOLGA5,ENSG00000066455
976,FGFR2,ENSG00000066468
977,LRRC40,ENSG00000066557
978,ISOC1,ENSG00000066583
979,EML1,ENSG00000066629
980,TRMT11,ENSG00000066651
981,THUMPD1,ENSG00000066654
982,MSANTD3,ENSG00000066697
983,KIF26A,ENSG00000066735
984,ATG2B,ENSG00000066739
985,ARFGEF1,ENSG00000066777
986,ACSM2B,ENSG00000066813
987,ZFAT,ENSG00000066827
988,MTFR1,ENSG00000066855
989,STAG3,ENSG00000066923
990,FECH,ENSG00000066926
991,MYO9A,ENSG00000066933
992,DDX3Y,ENSG00000067048
993,PFKP,ENSG00000067057
994,IDI1,ENSG00000067064
995,SP100,ENSG00000067066
996,KLF6,ENSG00000067082
997,PLPP1,ENSG00000067113
998,NEO1,ENSG00000067141
999,TRAM1,ENSG00000067167
1000,PHKA1,ENSG00000067177
1001,TNFRSF1A,ENSG00000067182
1002,CACNB1,ENSG00000067191
1003,EVI5,ENSG00000067208
1004,STOML1,ENSG00000067221
1005,PKM,ENSG00000067225
1006,DHX29,ENSG00000067248
1007,DNTTIP2,ENSG00000067334
1008,METTL22,ENSG00000067365
1009,TP53BP1,ENSG00000067369
1010,TRO,ENSG00000067445
1011,RRP15,ENSG00000067533
1012,RHOA,ENSG00000067560
1013,DHX8,ENSG00000067596
1014,PMS2P4,ENSG00000067601
1015,PRKCZ,ENSG00000067606
1016,ZFY,ENSG00000067646
1017,IARS2,ENSG00000067704
1018,SYT1,ENSG00000067715
1019,NAV3,ENSG00000067798
1020,IDH3G,ENSG00000067829
1021,ROGDI,ENSG00000067836
1022,PDZD4,ENSG00000067840
1023,ATP2B3,ENSG00000067842
1024,ROCK1,ENSG00000067900
1025,CBFB,ENSG00000067955
1026,PDK3,ENSG00000067992
1027,HYAL2,ENSG00000068001
1028,HDAC4,ENSG00000068024
1029,RASSF1,ENSG00000068028
1030,FGFR3,ENSG00000068078
1031,IFI35,ENSG00000068079
1032,HEATR6,ENSG00000068097
1033,COASY,ENSG00000068120
1034,PLEKHH3,ENSG00000068137
1035,MEF2A,ENSG00000068305
1036,OTUD5,ENSG00000068308
1037,TFE3,ENSG00000068323
1038,TBC1D25,ENSG00000068354
1039,ACSL4,ENSG00000068366
1040,INPP5A,ENSG00000068383
1041,GPKOW,ENSG00000068394
1042,GRIPAP1,ENSG00000068400
1043,FTSJ1,ENSG00000068438
1044,PRR11,ENSG00000068489
1045,REEP1,ENSG00000068615
1046,ATP11A,ENSG00000068650
1047,POLR1A,ENSG00000068654
1048,LAPTM4A,ENSG00000068697
1049,TTC7A,ENSG00000068724
1050,IP6K2,ENSG00000068745
1051,STON1-GTF2A1L,ENSG00000068781
1052,SRBD1,ENSG00000068784
1053,KIF2A,ENSG00000068796
1054,RASGRP2,ENSG00000068831
1055,PSME4,ENSG00000068878
1056,IFT80,ENSG00000068885
1057,SIRT2,ENSG00000068903
1058,ERLEC1,ENSG00000068912
1059,PPP2R5B,ENSG00000068971
1060,PYGM,ENSG00000068976
1061,PAGE1,ENSG00000068985
1062,PITX1,ENSG00000069011
1063,TRPC7,ENSG00000069018
1064,MAST4,ENSG00000069020
1065,ADGRF5,ENSG00000069122
1066,SDK2,ENSG00000069188
1067,ADAM7,ENSG00000069206
1068,NUP133,ENSG00000069248
1069,NUCKS1,ENSG00000069275
1070,VPS35,ENSG00000069329
1071,DNAJA2,ENSG00000069345
1072,BCL3,ENSG00000069399
1073,KCNAB2,ENSG00000069424
1074,ABCC9,ENSG00000069431
1075,GAL,ENSG00000069482
1076,CLEC2D,ENSG00000069493
1077,FUNDC1,ENSG00000069509
1078,MAOB,ENSG00000069535
1079,RORA,ENSG00000069667
1080,DRD4,ENSG00000069696
1081,TGFBR3,ENSG00000069702
1082,KIAA1107,ENSG00000069712
1083,PLA2G10,ENSG00000069764
1084,HES2,ENSG00000069812
1085,ATP1B3,ENSG00000069849
1086,NEDD4,ENSG00000069869
1087,PIGB,ENSG00000069943
1088,MAPK6,ENSG00000069956
1089,GNB5,ENSG00000069966
1090,RAB27A,ENSG00000069974
1091,CECR5,ENSG00000069998
1092,UFD1L,ENSG00000070010
1093,LRP6,ENSG00000070018
1094,GUCY2C,ENSG00000070019
1095,SCT,ENSG00000070031
1096,PHRF1,ENSG00000070047
1097,IKBKAP,ENSG00000070061
1098,NUCB2,ENSG00000070081
1099,PFN2,ENSG00000070087
1100,PTPN3,ENSG00000070159
1101,SPTB,ENSG00000070182
1102,DAPP1,ENSG00000070190
1103,FGF10,ENSG00000070193
1104,SLC44A1,ENSG00000070214
1105,TMEM260,ENSG00000070269
1106,SMG6,ENSG00000070366
1107,EXOC5,ENSG00000070367
1108,CLTCL1,ENSG00000070371
1109,FGF22,ENSG00000070388
1110,FSTL3,ENSG00000070404
1111,DGCR2,ENSG00000070413
1112,RNF126,ENSG00000070423
1113,MNT,ENSG00000070444
1114,ZXDC,ENSG00000070476
1115,JMJD6,ENSG00000070495
1116,POLB,ENSG00000070501
1117,ST6GALNAC1,ENSG00000070526
1118,WIPI1,ENSG00000070540
1119,FRMPD1,ENSG00000070601
1120,GBA2,ENSG00000070610
1121,NDST1,ENSG00000070614
1122,ASNS,ENSG00000070669
1123,AP3M2,ENSG00000070718
1124,CNGB1,ENSG00000070729
1125,ST6GALNAC2,ENSG00000070731
1126,CHAT,ENSG00000070748
1127,PABPC1,ENSG00000070756
1128,TESK2,ENSG00000070759
1129,CFAP20,ENSG00000070761
1130,CSNK2A2,ENSG00000070770
1131,PTPN21,ENSG00000070778
1132,EIF2B3,ENSG00000070785
1133,CAMK2A,ENSG00000070808
1134,TCOF1,ENSG00000070814
1135,CDC42,ENSG00000070831
1136,OSBPL3,ENSG00000070882
1137,EPHA8,ENSG00000070886
1138,SLC12A3,ENSG00000070915
1139,RAD18,ENSG00000070950
1140,ATP2B1,ENSG00000070961
1141,TRPM5,ENSG00000070985
1142,NCK2,ENSG00000071051
1143,MAP4K4,ENSG00000071054
1144,MGAT4A,ENSG00000071073
1145,RPL31,ENSG00000071082
1146,WDR1,ENSG00000071127
1147,SNX13,ENSG00000071189
1148,MS4A12,ENSG00000071203
1149,ARHGAP10,ENSG00000071205
1150,RPS6KA2,ENSG00000071242
1151,ING3,ENSG00000071243
1152,VASH1,ENSG00000071246
1153,LMCD1,ENSG00000071282
1154,WBSCR22,ENSG00000071462
1155,SEL1L,ENSG00000071537
1156,TRIP13,ENSG00000071539
1157,ATP6AP1,ENSG00000071553
1158,TCF3,ENSG00000071564
1159,TRIB2,ENSG00000071575
1160,DAZAP1,ENSG00000071626
1161,MBD3,ENSG00000071655
1162,PRLH,ENSG00000071677
1163,HLTF,ENSG00000071794
1164,FAM50A,ENSG00000071859
1165,FAM3A,ENSG00000071889
1166,CPSF1,ENSG00000071894
1167,MYO3B,ENSG00000071909
1168,CYBRD1,ENSG00000071967
1169,CDH19,ENSG00000071991
1170,PDCD2,ENSG00000071994
1171,SLC6A15,ENSG00000072041
1172,RDH11,ENSG00000072042
1173,PRKACA,ENSG00000072062
1174,ADGRL1,ENSG00000072071
1175,SPP2,ENSG00000072080
1176,ACTN1,ENSG00000072110
1177,ZFYVE26,ENSG00000072121
1178,RPS6KA6,ENSG00000072133
1179,EPN2,ENSG00000072134
1180,PTPN18,ENSG00000072135
1181,LIMS2,ENSG00000072163
1182,ASIC4,ENSG00000072182
1183,SPEG,ENSG00000072195
1184,LNX1,ENSG00000072201
1185,ALDH3A2,ENSG00000072210
1186,TFRC,ENSG00000072274
1187,SREBF1,ENSG00000072310
1188,TRPC5,ENSG00000072315
1189,AFF4,ENSG00000072364
1190,UBE2D1,ENSG00000072401
1191,MPP5,ENSG00000072415
1192,RHOBTB1,ENSG00000072422
1193,SMC1A,ENSG00000072501
1194,HSD17B10,ENSG00000072506
1195,MARK2,ENSG00000072518
1196,HMMR,ENSG00000072571
1197,CHFR,ENSG00000072609
1198,TRHDE,ENSG00000072657
1199,P4HA2,ENSG00000072682
1200,FCGR2B,ENSG00000072694
1201,NFATC3,ENSG00000072736
1202,TRNT1,ENSG00000072756
1203,ACADVL,ENSG00000072778
1204,STK10,ENSG00000072786
1205,FBXW11,ENSG00000072803
1206,ACAP1,ENSG00000072818
1207,CRMP1,ENSG00000072832
1208,EVC,ENSG00000072840
1209,DERL2,ENSG00000072849
1210,SIDT1,ENSG00000072858
1211,NDE1,ENSG00000072864
1212,MRVI1,ENSG00000072952
1213,TMEM38A,ENSG00000072954
1214,AP1M1,ENSG00000072958
1215,PVR,ENSG00000073008
1216,XRCC1,ENSG00000073050
1217,SCARB1,ENSG00000073060
1218,CYP2W1,ENSG00000073067
1219,MCM2,ENSG00000073111
1220,MOV10L1,ENSG00000073146
1221,PANX2,ENSG00000073150
1222,SELENOO,ENSG00000073169
1223,TP63,ENSG00000073282
1224,ALPK1,ENSG00000073331
1225,LLGL2,ENSG00000073350
1226,PDE8A,ENSG00000073417
1227,CLCN4,ENSG00000073464
1228,NLE1,ENSG00000073536
1229,SDHA,ENSG00000073578
1230,SMARCE1,ENSG00000073584
1231,FNDC8,ENSG00000073598
1232,GSDMB,ENSG00000073605
1233,KDM5A,ENSG00000073614
1234,ADAM11,ENSG00000073670
1235,PPP2R3A,ENSG00000073711
1236,FERMT2,ENSG00000073712
1237,ABCB11,ENSG00000073734
1238,DHRS9,ENSG00000073737
1239,CD5L,ENSG00000073754
1240,PTGS2,ENSG00000073756
1241,IGF2BP2,ENSG00000073792
1242,MAP3K13,ENSG00000073803
1243,ST6GAL1,ENSG00000073849
1244,TBX21,ENSG00000073861
1245,VDAC1P1,ENSG00000073905
1246,FRY,ENSG00000073910
1247,PICALM,ENSG00000073921
1248,NSF,ENSG00000073969
1249,GLI2,ENSG00000074047
1250,CLASP1,ENSG00000074054
1251,MRPS34,ENSG00000074071
1252,NOTCH3,ENSG00000074181
1253,CLNS1A,ENSG00000074201
1254,PPP2R2C,ENSG00000074211
1255,TEAD2,ENSG00000074219
1256,EED,ENSG00000074266
1257,CDHR2,ENSG00000074276
1258,SNCB,ENSG00000074317
1259,TSG101,ENSG00000074319
1260,NCBP3,ENSG00000074356
1261,ATP2A3,ENSG00000074370
1262,CA12,ENSG00000074410
1263,MGLL,ENSG00000074416
1264,NTN4,ENSG00000074527
1265,BCS1L,ENSG00000074582
1266,NUAK1,ENSG00000074590
1267,DPP8,ENSG00000074603
1268,SLC24A1,ENSG00000074621
1269,ZNF532,ENSG00000074657
1270,SCARF1,ENSG00000074660
1271,LMAN1,ENSG00000074695
1272,HACD3,ENSG00000074696
1273,IPCEF1,ENSG00000074706
1274,ZZEF1,ENSG00000074755
1275,NOX3,ENSG00000074771
1276,ENO1,ENSG00000074800
1277,SLC12A1,ENSG00000074803
1278,MYDGF,ENSG00000074842
1279,ANO8,ENSG00000074855
1280,TUBE1,ENSG00000074935
1281,ARHGEF10L,ENSG00000074964
1282,TXK,ENSG00000074966
1283,WSCD2,ENSG00000075035
1284,KCNQ2,ENSG00000075043
1285,TACR2,ENSG00000075073
1286,ACTR6,ENSG00000075089
1287,TIPIN,ENSG00000075131
1288,SRI,ENSG00000075142
1289,EIF4G3,ENSG00000075151
1290,NUP37,ENSG00000075188
1291,SEMA3A,ENSG00000075213
1292,GTSE1,ENSG00000075218
1293,SEMA3C,ENSG00000075223
1294,TTC38,ENSG00000075234
1295,ACAT1,ENSG00000075239
1296,GRAMD4,ENSG00000075240
1297,CELSR1,ENSG00000075275
1298,WNT8B,ENSG00000075290
1299,ZNF638,ENSG00000075292
1300,SLC25A40,ENSG00000075303
1301,TIMM21,ENSG00000075336
1302,ADD2,ENSG00000075340
1303,FGF4,ENSG00000075388
1304,RASAL2,ENSG00000075391
1305,VPS9D1,ENSG00000075399
1306,ZNF37A,ENSG00000075407
1307,MARK3,ENSG00000075413
1308,SLC25A3,ENSG00000075415
1309,FNDC3B,ENSG00000075420
1310,FOSL2,ENSG00000075426
1311,CACNG5,ENSG00000075429
1312,CACNG4,ENSG00000075461
1313,FRYL,ENSG00000075539
1314,TMEM131,ENSG00000075568
1315,FSCN1,ENSG00000075618
1316,ACTB,ENSG00000075624
1317,MOCOS,ENSG00000075643
1318,PLD1,ENSG00000075651
1319,ATP12A,ENSG00000075673
1320,WDR62,ENSG00000075702
1321,DLG1,ENSG00000075711
1322,RAB7A,ENSG00000075785
1323,BCAP29,ENSG00000075790
1324,SEC31B,ENSG00000075826
1325,SART3,ENSG00000075856
1326,ARHGAP15,ENSG00000075884
1327,TUBA3D,ENSG00000075886
1328,PAX2,ENSG00000075891
1329,EXOSC7,ENSG00000075914
1330,KIFAP3,ENSG00000075945
1331,MKRN2,ENSG00000075975
1332,MCM6,ENSG00000076003
1333,REXO2,ENSG00000076043
1334,RBM7,ENSG00000076053
1335,RBMS2,ENSG00000076067
1336,BAZ2A,ENSG00000076108
1337,PTPN23,ENSG00000076201
1338,MLH1,ENSG00000076242
1339,UNG,ENSG00000076248
1340,FMO4,ENSG00000076258
1341,KLHL20,ENSG00000076321
1342,RGS11,ENSG00000076344
1343,SLC46A1,ENSG00000076351
1344,PLXNA2,ENSG00000076356
1345,SPAG5,ENSG00000076382
1346,ANKRD13A,ENSG00000076513
1347,TPD52,ENSG00000076554
1348,ACACB,ENSG00000076555
1349,TRAF4,ENSG00000076604
1350,PAG1,ENSG00000076641
1351,GPATCH1,ENSG00000076650
1352,ICAM3,ENSG00000076662
1353,NT5C2,ENSG00000076685
1354,MCAM,ENSG00000076706
1355,GPC4,ENSG00000076716
1356,MBNL3,ENSG00000076770
1357,CAMSAP3,ENSG00000076826
1358,RAP1GAP,ENSG00000076864
1359,XAB2,ENSG00000076924
1360,ARHGEF1,ENSG00000076928
1361,STXBP2,ENSG00000076944
1362,MAP2K7,ENSG00000076984
1363,NMRK2,ENSG00000077009
1364,DGKD,ENSG00000077044
1365,CTTNBP2,ENSG00000077063
1366,ACTL6B,ENSG00000077080
1367,RARB,ENSG00000077092
1368,TOP2B,ENSG00000077097
1369,TM9SF3,ENSG00000077147
1370,NFKB2,ENSG00000077150
1371,UBE2T,ENSG00000077152
1372,PPP1R12B,ENSG00000077157
1373,DNAJC10,ENSG00000077232
1374,GTF3C1,ENSG00000077235
1375,IL4R,ENSG00000077238
1376,USP33,ENSG00000077254
1377,PAK3,ENSG00000077264
1378,CAPN6,ENSG00000077274
1379,DCX,ENSG00000077279
1380,SNRPA,ENSG00000077312
1381,SPAG6,ENSG00000077327
1382,EXOSC5,ENSG00000077348
1383,DYNC1I2,ENSG00000077380
1384,APBB1IP,ENSG00000077420
1385,LRCH4,ENSG00000077454
1386,FAM76B,ENSG00000077458
1387,SIRT6,ENSG00000077463
1388,TYR,ENSG00000077498
1389,POLD3,ENSG00000077514
1390,ACTN2,ENSG00000077522
1391,CAPZB,ENSG00000077549
1392,GPR137B,ENSG00000077585
1393,NAALAD2,ENSG00000077616
1394,JADE1,ENSG00000077684
1395,SLC25A43,ENSG00000077713
1396,UBE2A,ENSG00000077721
1397,FGFR1,ENSG00000077782
1398,FKBP6,ENSG00000077800
1399,SMC1B,ENSG00000077935
1400,FBLN1,ENSG00000077942
1401,ITGA8,ENSG00000077943
1402,CST7,ENSG00000077984
1403,MAP2,ENSG00000078018
1404,PIAS2,ENSG00000078043
1405,AMPH,ENSG00000078053
1406,ARAF,ENSG00000078061
1407,MCCC1,ENSG00000078070
1408,LAMP3,ENSG00000078081
1409,FAP,ENSG00000078098
1410,NEBL,ENSG00000078114
1411,ACER3,ENSG00000078124
1412,UBE2K,ENSG00000078140
1413,PIK3C3,ENSG00000078142
1414,N4BP2,ENSG00000078177
1415,TIGAR,ENSG00000078237
1416,TULP3,ENSG00000078246
1417,SYNJ2,ENSG00000078269
1418,ADCY2,ENSG00000078295
1419,PPP2R5C,ENSG00000078304
1420,PMS2P1,ENSG00000078319
1421,RBFOX1,ENSG00000078328
1422,GNB1,ENSG00000078369
1423,HOXA9,ENSG00000078399
1424,EDN1,ENSG00000078401
1425,MLLT10,ENSG00000078403
1426,ZCWPW1,ENSG00000078487
1427,ADCYAP1R1,ENSG00000078549
1428,FGF20,ENSG00000078579
1429,P2RY10,ENSG00000078589
1430,ITM2A,ENSG00000078596
1431,NRDC,ENSG00000078618
1432,VDAC3,ENSG00000078668
1433,PCM1,ENSG00000078674
1434,TNRC6C,ENSG00000078687
1435,CBFA2T2,ENSG00000078699
1436,BRINP1,ENSG00000078725
1437,ITCH,ENSG00000078747
1438,PKD2L2,ENSG00000078795
1439,TP53INP2,ENSG00000078804
1440,SDF4,ENSG00000078808
1441,MYH7B,ENSG00000078814
1442,BPIFB2,ENSG00000078898
1443,TP73,ENSG00000078900
1444,TOLLIP,ENSG00000078902
1445,UBE2D4,ENSG00000078967
1446,CLUL1,ENSG00000079101
1447,RUNX1T1,ENSG00000079102
1448,CDH17,ENSG00000079112
1449,THOC1,ENSG00000079134
1450,FKBP7,ENSG00000079150
1451,OSBPL6,ENSG00000079156
1452,SLC1A3,ENSG00000079215
1453,XRCC5,ENSG00000079246
1454,LXN,ENSG00000079257
1455,SP140,ENSG00000079263
1456,MKNK1,ENSG00000079277
1457,TNS1,ENSG00000079308
1458,REXO1,ENSG00000079313
1459,SAR1A,ENSG00000079332
1460,CDC14A,ENSG00000079335
1461,RAPGEF3,ENSG00000079337
1462,CEACAM1,ENSG00000079385
1463,SENP1,ENSG00000079387
1464,DUSP13,ENSG00000079393
1465,CIC,ENSG00000079432
1466,LIPE,ENSG00000079435
1467,FDFT1,ENSG00000079459
1468,PAFAH1B3,ENSG00000079462
1469,OPHN1,ENSG00000079482
1470,AFM,ENSG00000079557
1471,KIF22,ENSG00000079616
1472,SCGN,ENSG00000079689
1473,CARMIL1,ENSG00000079691
1474,PGM1,ENSG00000079739
1475,DDX1,ENSG00000079785
1476,DNM2,ENSG00000079805
1477,EPB41L2,ENSG00000079819
1478,RIMS1,ENSG00000079841
1479,MOXD1,ENSG00000079931
1480,STX7,ENSG00000079950
1481,RABL2B,ENSG00000079974
1482,KEAP1,ENSG00000079999
1483,DDX43,ENSG00000080007
1484,PTPRH,ENSG00000080031
1485,DCT,ENSG00000080166
1486,SLC35C2,ENSG00000080189
1487,CRYBG3,ENSG00000080200
1488,EPHA6,ENSG00000080224
1489,SCTR,ENSG00000080293
1490,RFX3,ENSG00000080298
1491,RIF1,ENSG00000080345
1492,RAB21,ENSG00000080371
1493,SLC4A4,ENSG00000080493
1494,SMARCA2,ENSG00000080503
1495,RDH8,ENSG00000080511
1496,SESN1,ENSG00000080546
1497,MID2,ENSG00000080561
1498,PIH1D3,ENSG00000080572
1499,COL5A3,ENSG00000080573
1500,SRCAP,ENSG00000080603
1501,PUM3,ENSG00000080608
1502,CPB2,ENSG00000080618
1503,CHRNA3,ENSG00000080644
1504,KCNN2,ENSG00000080709
1505,CNOT4,ENSG00000080802
1506,PSEN1,ENSG00000080815
1507,CPOX,ENSG00000080819
1508,CLDND1,ENSG00000080822
1509,MOK,ENSG00000080823
1510,HSP90AA1,ENSG00000080824
1511,RBL1,ENSG00000080839
1512,DLGAP4,ENSG00000080845
1513,IGSF9B,ENSG00000080854
1514,CFHR2,ENSG00000080910
1515,CROCCP3,ENSG00000080947
1516,NDC80,ENSG00000080986
1517,AP4E1,ENSG00000081014
1518,RSBN1,ENSG00000081019
1519,MAGI3,ENSG00000081026
1520,CXCL2,ENSG00000081041
1521,AFP,ENSG00000081051
1522,COL4A4,ENSG00000081052
1523,TCF7,ENSG00000081059
1524,OSTM1,ENSG00000081087
1525,CDH7,ENSG00000081138
1526,IMPG2,ENSG00000081148
1527,PCNP,ENSG00000081154
1528,EXD2,ENSG00000081177
1529,ARG2,ENSG00000081181
1530,MEF2C,ENSG00000081189
1531,PTPRC,ENSG00000081237
1532,CACNA1S,ENSG00000081248
1533,PKP1,ENSG00000081277
1534,UBA5,ENSG00000081307
1535,STK17B,ENSG00000081320
1536,CDC14B,ENSG00000081377
1537,ZNF510,ENSG00000081386
1538,LRP2,ENSG00000081479
1539,ZNF506,ENSG00000081665
1540,JMJD4,ENSG00000081692
1541,DUSP12,ENSG00000081721
1542,AACS,ENSG00000081760
1543,KIAA0141,ENSG00000081791
1544,SLC13A1,ENSG00000081800
1545,CADPS2,ENSG00000081803
1546,PCDHB4,ENSG00000081818
1547,PCDHA6,ENSG00000081842
1548,PCDHGA2,ENSG00000081853
1549,HSPB11,ENSG00000081870
1550,PHLPP1,ENSG00000081913
1551,ATP8B1,ENSG00000081923
1552,IL12RB2,ENSG00000081985
1553,SMARCD3,ENSG00000082014
1554,WDR70,ENSG00000082068
1555,FYB,ENSG00000082074
1556,MPP4,ENSG00000082126
1557,STRADB,ENSG00000082146
1558,BZW1,ENSG00000082153
1559,PGR,ENSG00000082175
1560,C1QTNF3,ENSG00000082196
1561,ME2,ENSG00000082212
1562,C5orf22,ENSG00000082213
1563,CCNT2,ENSG00000082258
1564,FAM135A,ENSG00000082269
1565,COL19A1,ENSG00000082293
1566,EPB41L3,ENSG00000082397
1567,COBLL1,ENSG00000082438
1568,DLG3,ENSG00000082458
1569,KCNK2,ENSG00000082482
1570,SERTAD4,ENSG00000082497
1571,TRAF5,ENSG00000082512
1572,MRPL22,ENSG00000082515
1573,GEMIN5,ENSG00000082516
1574,OPRK1,ENSG00000082556
1575,NFE2L1,ENSG00000082641
1576,SEMA5B,ENSG00000082684
1577,GSK3B,ENSG00000082701
1578,ITGB5,ENSG00000082781
1579,ERC1,ENSG00000082805
1580,XPO1,ENSG00000082898
1581,LINC01587,ENSG00000082929
1582,RNF13,ENSG00000082996
1583,TRPM3,ENSG00000083067
1584,PALB2,ENSG00000083093
1585,DOPEY1,ENSG00000083097
1586,LYRM2,ENSG00000083099
1587,BCKDHB,ENSG00000083123
1588,KAT6A,ENSG00000083168
1589,ZCCHC6,ENSG00000083223
1590,ULK2,ENSG00000083290
1591,GRHL2,ENSG00000083307
1592,TNPO1,ENSG00000083312
1593,PLOD1,ENSG00000083444
1594,P2RX5,ENSG00000083454
1595,ITGAE,ENSG00000083457
1596,DIS3,ENSG00000083520
1597,PIBF1,ENSG00000083535
1598,TDRD3,ENSG00000083544
1599,AC000111.6,ENSG00000083622
1600,NUFIP1,ENSG00000083635
1601,PDS5B,ENSG00000083642
1602,OXCT1,ENSG00000083720
1603,RRAGB,ENSG00000083750
1604,EPYC,ENSG00000083782
1605,CYLD,ENSG00000083799
1606,SLC27A5,ENSG00000083807
1607,ZNF324,ENSG00000083812
1608,ZNF671,ENSG00000083814
1609,ZNF416,ENSG00000083817
1610,ZNF586,ENSG00000083828
1611,ZNF446,ENSG00000083838
1612,ZNF264,ENSG00000083844
1613,RPS5,ENSG00000083845
1614,FAT1,ENSG00000083857
1615,YTHDC1,ENSG00000083896
1616,CHMP2B,ENSG00000083937
1617,SMAP2,ENSG00000084070
